# BOSCH-DARAB extract file created 30.01.2026 19:59:50
#
# Data from source file "C:\Bosch\WinDarab\Data\DataFiles\FK07_10_12_2025 Outing 34 SCCA AutoX.bmsbin"
# where 0.000 <= xtime <= 4890.020
# 
xtime    [s]	xdist    [m]	az       [g]	Coolant_Temperature[°C]	Engine_Speed[rpm]	Fuel_Pressure[kPa]	gps_speed[km/h]	lapdist  [m]	laptime  [s]	str_whl_angle[°]	Throttle_Position[%]
         23.100	            0.0	       0.989866	           20.8	              0	          327.0	           0.00	            0.0	         23.100	         197.45	           19.9
         23.200	            0.0	       1.000828	           20.8	              0	          326.2	           0.00	            0.0	         23.200	         197.43	           19.9
         23.300	            0.0	       0.991141	           20.8	              0	          326.5	           0.00	            0.0	         23.300	         197.43	           19.9
         23.400	            0.0	       0.989102	           20.8	              0	          326.3	           0.00	            0.0	         23.400	         197.43	           19.9
         23.500	            0.0	       0.999681	           20.8	              0	          326.6	           0.00	            0.0	         23.500	         197.43	           19.9
         23.600	            0.0	       0.987954	           20.8	              0	          326.6	           0.00	            0.0	         23.600	         197.45	           20.0
         23.700	            0.0	       0.975973	           20.8	              0	          326.0	           0.00	            0.0	         23.700	         197.40	           19.9
         23.800	            0.0	       0.999299	           20.8	              0	          326.4	           0.00	            0.0	         23.800	         197.43	           19.9
         23.900	            0.0	       0.984895	           20.8	              0	          326.5	           0.00	            0.0	         23.900	         197.43	           19.9
         24.000	            0.0	       0.996112	           20.7	              0	          325.8	           0.00	            0.0	         24.000	         197.50	           19.9
         24.100	            0.0	       0.991523	           20.7	              0	          325.9	           0.00	            0.0	         24.100	         197.45	           19.9
         24.200	            0.0	       0.994073	           20.7	              0	          325.4	           0.00	            0.0	         24.200	         197.45	           19.9
         24.300	            0.0	       0.988082	           20.7	              0	          326.0	           0.00	            0.0	         24.300	         197.43	           19.9
         24.400	            0.0	       0.990121	           20.8	              0	          326.4	           0.00	            0.0	         24.400	         197.43	           19.9
         24.500	            0.0	       1.002995	           20.8	              0	          326.4	           0.00	            0.0	         24.500	         197.43	           20.0
         24.600	            0.0	       0.988974	           20.8	              0	          325.5	           0.00	            0.0	         24.600	         197.50	           19.9
         24.700	            0.0	       0.988464	           20.8	              0	          325.9	           0.00	            0.0	         24.700	         197.45	           19.9
         24.800	            0.0	       0.995475	           20.8	              0	          325.8	           0.00	            0.0	         24.800	         197.50	           20.0
         24.900	            0.0	       0.994455	           20.8	              0	          326.2	           0.00	            0.0	         24.900	         197.45	           20.0
         25.000	            0.0	       0.989102	           20.8	              0	          325.7	           0.00	            0.0	         25.000	         197.45	           20.0
         25.100	            0.0	       0.988464	           20.8	              0	          325.4	           0.00	            0.0	         25.100	         197.50	           20.0
         25.200	            0.0	       0.993308	           20.8	              0	          325.6	           0.00	            0.0	         25.200	         197.45	           20.0
         25.300	            0.0	       0.992288	           20.8	              0	          325.7	           0.00	            0.0	         25.300	         197.43	           19.9
         25.400	            0.0	       0.988719	           20.8	              0	          325.1	           0.00	            0.0	         25.400	         197.45	           20.0
